Accession	Description	Coverage.in.Percent	Number.of.Peptides	Number.of.PSMs	Number.of.Unique.Peptides	log2FC_t3	log2FC_t6	log2FC_t12	log2FC_t24	log2FC_t48	Abundance.Ratio.3..0	Abundance.Ratio.6..0	Abundance.Ratio.12..0	Abundance.Ratio.24..0	Abundance.Ratio.48..0	Abundance.Ratio.log2.3..0	Abundance.Ratio.log2.6..0	Abundance.Ratio.log2.12..0	Abundance.Ratio.log2.24..0	Abundance.Ratio.log2.48..0	Abundance.Ratio.P.Value.3..0	Abundance.Ratio.P.Value.6..0	Abundance.Ratio.P.Value.12..0	Abundance.Ratio.P.Value.24..0	Abundance.Ratio.P.Value.48..0	Abundance.Ratio.Adj.P.Value.3..0	Abundance.Ratio.Adj.P.Value.6..0	Abundance.Ratio.Adj.P.Value.12..0	Abundance.Ratio.Adj.P.Value.24..0	Abundance.Ratio.Adj.P.Value.48..0	Abundance.Ratio.Variability.in.Percent.3..0	Abundance.Ratio.Variability.in.Percent.6..0	Abundance.Ratio.Variability.in.Percent.12..0	Abundance.Ratio.Variability.in.Percent.24..0	Abundance.Ratio.Variability.in.Percent.48..0	Biological.Process	Cellular.Component	Molecular.Function	Pfam.IDs	Entrez.Gene.ID	Ensembl.Gene.ID	Gene.Symbol	Chromosome	KEGG.Pathways	Reactome.Pathways	WikiPathways	Number.of.Protein.Pathway.Groups	Number.of.AAs	MW.in.kDa	calc.pI	Score.Sequest.HT.Sequest.HT	Modifications
Q92623	Tetratricopeptide repeat protein 9A|TTC9	9	2	6	2	-0.02620507	-0.142417045	-0.199255376	-0.438307279	-0.471928835	0.982	0.906	0.871	0.738	0.721	-0.03	-0.14	-0.2	-0.44	-0.47	0.318865815	0.097804003	0.183026378	0.026493902	0.02343359	0.910937563	0.612323292	0.528561526	0.189920304	0.164324737	3.18	6.23	4.84	7.36	5.82			protein binding	Pf00515	23508	ENSG00000133985.2	TTC9	14				0	222	24.4	8.98	22.27	
P0DTD1	Replicase polyprotein 1ab|rep	17	97	368	97	-0.01887801	0.042644337	1.144699025	1.507414099	1.469885976	0.987	1.03	2.211	2.843	2.77	-0.02	0.04	1.14	1.51	1.47	0.374698773	0.32258138	0.005605409	0.003667841	0.003891908	0.910937563	0.747928817	0.301835353	0.13375822	0.129491316	2.66	5.6	10.22	15.11	9.68							rep					0	7096	793.5	6.76	1289.8	
P29279	CCN family member 2|CCN2	18	6	23	6	-0.06340917	-0.251538767	-0.397828209	-0.968604804	-0.913216234	0.957	0.84	0.759	0.511	0.531	-0.06	-0.25	-0.4	-0.97	-0.91	0.913324193	0.024884127	0.033046119	0.008527815	0.006867163	0.983747606	0.561465265	0.364082931	0.160658718	0.14104879	1.49	3.37	4.7	2.18	1.55	cell communication;cell differentiation;cell proliferation;cellular component movement;metabolic process;regulation of biological process;response to stimulus;transport	cytosol;extracellular;Golgi;membrane	protein binding	"Pf00007, Pf00090, Pf00093, Pf00219"	1490	ENSG00000118523.5	CCN2	6	Hippo signaling pathway	YAP1- and WWTR1 (TAZ)-stimulated gene expression; PPARA activates gene expression; RUNX3 regulates YAP1-mediated transcription	Lung fibrosis; Hypothesized Pathways in Pathogenesis of Cardiovascular Disease; VEGFA-VEGFR2 Signaling Pathway	14	349	38.1	8	78.31	
Q86VP1	Tax1-binding protein 1|TAX1BP1	10	8	16	8	0.066261442	-0.01449957	-0.277533976	-0.543719518	-0.706041021	1.047	0.99	0.825	0.686	0.613	0.07	-0.01	-0.28	-0.54	-0.71	0.73569568	0.24270498	0.028035656	0.003547956	0.003925339	0.956998431	0.706348917	0.350788792	0.133724772	0.129491316	1.54	0.53	4.93	4.5	1.04	cell death;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process	cytosol	catalytic activity;metal ion binding;motor activity;protein binding	"Pf01576, Pf02463, Pf04156, Pf05483, Pf05557, Pf05622, Pf05911, Pf07888, Pf09304, Pf09726, Pf10174, Pf11559, Pf12128, Pf12718, Pf13166, Pf13851"	8887	ENSG00000106052.13	TAX1BP1	7		Regulation of TNFR1 signaling; Negative regulators of DDX58/IFIH1 signaling		8	789	90.8	5.43	49.79	
Q8TB72	Pumilio homolog 2|PUM2	7	7	21	2	0.215367972	0.155749233	0.020057652	-0.569179503	-0.873027144	1.161	1.114	1.014	0.674	0.546	0.21	0.16	0.02	-0.57	-0.87	0.551010127	0.42018386	0.887470394	0.085941723	0.02012238	0.999610717	0.911401052	0.999888808	0.326966256	0.189985086	33.9	5.97	20.42	7.49	5.97	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;membrane	protein binding;RNA binding	Pf00806	23369		PUM2	2		Neddylation		3	1066	114.1	7.08	75.46	
P27635	60S ribosomal protein L10|RPL10	47	11	283	11	-0.007231569	0.027154052	-0.074000581	-0.2968993	-0.498178735	0.995	1.019	0.95	0.814	0.708	-0.01	0.03	-0.07	-0.3	-0.5	0.491414939	0.346246878	0.03980626	0.014998953	0.017627323	0.914269998	0.753980846	0.373330757	0.169092296	0.158203469	2.1	3.83	2.1	1.22	8.01	cell organization and biogenesis;metabolic process;regulation of biological process;transport	cytosol;endoplasmic reticulum;membrane;nucleus;ribosome	protein binding;RNA binding;structural molecule activity;translation regulator activity	Pf00252	6134		RPL10	X	Ribosome	Peptide chain elongation; Eukaryotic Translation Termination; Viral mRNA Translation; L13a-mediated translational silencing of Ceruloplasmin expression; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Selenocysteine synthesis; Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); GTP hydrolysis and joining of the 60S ribosomal subunit; Major pathway of rRNA processing in the nucleolus and cytosol; Regulation of expression of SLITs and ROBOs; Formation of a pool of free 40S subunits; SRP-dependent cotranslational protein targeting to membrane	Cytoplasmic Ribosomal Proteins	34	214	24.6	10.08	953.08	
Q99538	Legumain|LGMN	10	5	40	5	-0.080087911	-0.150400989	-0.164884385	-0.265344567	-0.465938398	0.946	0.901	0.892	0.832	0.724	-0.08	-0.15	-0.17	-0.27	-0.47	0.529057413	0.375477773	0.164183978	0.173568352	0.052731503	0.915256953	0.771138485	0.513546324	0.375812643	0.212635388	10.08	0.69	1.26	1.24	16.35	metabolic process;regulation of biological process;response to stimulus	endosome;organelle lumen;vacuole	catalytic activity	Pf01650	5641	ENSG00000100600.14	LGMN	14	Lysosome; Antigen processing and presentation	Vitamin D (calciferol) metabolism; MHC class II antigen presentation; Trafficking and processing of endosomal TLR		12	433	49.4	6.55	165.63	
P20592	Interferon-induced GTP-binding protein Mx2|MX2	14	8	39	5	-0.083141235	0.117695043	0.526068812	1.230203013	1.041242982	0.944	1.085	1.44	2.346	2.058	-0.08	0.12	0.53	1.23	1.04	0.246278071	0.866969805	0.062806058	0.019586691	0.045040519	0.910937563	0.958878363	0.408934471	0.176374393	0.20167876	1.34	5.44	20.26	9.28	28.21	cell organization and biogenesis;defense response;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;membrane;nucleus	catalytic activity;nucleotide binding;protein binding	"Pf00350, Pf01031, Pf02212"	4600	ENSG00000183486.12	MX2	21		Interferon alpha/beta signaling; ISG15 antiviral mechanism		6	715	82	8.76	148.49	
Q13751	Laminin subunit beta-3|LAMB3	31	27	127	27	-0.035046947	-0.093879047	-0.496142467	-0.671163536	-0.800877358	0.976	0.937	0.709	0.628	0.574	-0.03	-0.09	-0.5	-0.67	-0.8	0.205468809	0.025744716	0.005269749	0.010728046	0.004004901	0.910937563	0.561465265	0.296207315	0.164402784	0.129491316	2.36	2.42	0.93	3.06	6.33	cell differentiation;cell organization and biogenesis	extracellular	protein binding;structural molecule activity	"Pf00053, Pf00055, Pf13514"	3914	ENSG00000196878.14	LAMB3	1	Amoebiasis; Pathways in cancer; Toxoplasmosis; Focal adhesion; Small cell lung cancer; ECM-receptor interaction; PI3K-Akt signaling pathway	Laminin interactions; Degradation of the extracellular matrix; MET activates PTK2 signaling; Type I hemidesmosome assembly; Anchoring fibril formation; Non-integrin membrane-ECM interactions	Alpha 6 Beta 4 signaling pathway; Focal Adhesion; Focal Adhesion-PI3K-Akt-mTOR-signaling pathway	25	1172	129.5	7.21	408.75	
Q13541	Eukaryotic translation initiation factor 4E-binding protein 1|EIF4EBP1	64	5	59	5	-0.086201035	-0.089267338	-0.261880711	-0.444183845	-0.450084446	0.942	0.94	0.834	0.735	0.732	-0.09	-0.09	-0.26	-0.44	-0.45	0.640442128	0.182504934	0.141688224	0.014756195	0.051279281	0.940376234	0.667395962	0.49547845	0.169072055	0.211500596	4.19	3.3	4	0.02	9.5	metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;nucleus	protein binding;translation regulator activity	Pf05456	1978	ENSG00000187840.4	EIF4EBP1	8	Insulin signaling pathway; HIF-1 signaling pathway; Acute myeloid leukemia; ErbB signaling pathway; EGFR tyrosine kinase inhibitor resistance; Choline metabolism in cancer; AMPK signaling pathway; mTOR signaling pathway; RNA transport; Longevity regulating pathway; PI3K-Akt signaling pathway	"mTORC1-mediated signalling; Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"	"Translation Factors; AMP-activated Protein Kinase (AMPK) Signaling; Target Of Rapamycin (TOR) Signaling; Leptin signaling pathway; Follicle Stimulating Hormone (FSH) signaling pathway; Prolactin Signaling Pathway; Brain-Derived Neurotrophic Factor (BDNF) signaling pathway; Alpha 6 Beta 4 signaling pathway; Rac1/Pak1/p38/MMP-2 pathway; BDNF-TrkB Signaling; PI3K-AKT-mTOR signaling pathway and therapeutic opportunities; 4-hydroxytamoxifen, Dexamethasone, and Retinoic Acids Regulation of p27 Expression; Angiopoietin Like Protein 8 Regulatory Pathway; Focal Adhesion-PI3K-Akt-mTOR-signaling pathway; EGF/EGFR Signaling Pathway; Insulin Signaling; Hypertrophy Model; Interferon type I signaling pathways; ErbB Signaling Pathway"	38	118	12.6	5.48	204.6	
P04233	HLA class II histocompatibility antigen gamma chain|CD74	27	8	75	8	0.002882509	-0.013043037	-0.343732465	-0.541617996	-0.668868078	1.002	0.991	0.788	0.687	0.629	0	-0.01	-0.34	-0.54	-0.67	0.633591352	0.850932225	0.015217366	0.057667736	0.045157154	0.937902658	0.955250832	0.321094193	0.233763744	0.20167876	5.52	2.26	1.5	22.64	23.24	cell organization and biogenesis;cell proliferation;cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus;transport	cell surface;endoplasmic reticulum;endosome;Golgi;membrane;organelle lumen;vacuole	protein binding;receptor activity;signal transducer activity	"Pf00086, Pf08831, Pf09307"	972	ENSG00000019582.14	CD74	5	Tuberculosis; Herpes simplex infection; Antigen processing and presentation	MHC class II antigen presentation; Cell surface interactions at the vascular wall		8	296	33.5	8.44	279.55	
P62979	Ubiquitin-40S ribosomal protein S27a|RPS27A	65	11	682	1	0.018634174	-0.042456799	-0.128156351	-0.424687669	-0.628162383	1.013	0.971	0.915	0.745	0.647	0.02	-0.04	-0.13	-0.42	-0.63	0.800557616	0.000458843	0.109136689	0.008746084	0.02967929	0.970780758	0.316571755	0.473028648	0.160658718	0.174392263	0.4	0.08	5.68	6.79	14.62	cell communication;cell organization and biogenesis;cellular homeostasis;defense response;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;membrane;nucleus;ribosome	metal ion binding;protein binding;RNA binding;structural molecule activity	"Pf00240, Pf01599, Pf11976, Pf13019, Pf13881, Pf14560"	6233	ENSG00000143947.13	RPS27A	2	Ribosome	"NOTCH1 Intracellular Domain Regulates Transcription; Activated NOTCH1 Transmits Signal to the Nucleus; Regulation of RAS by GAPs; Viral mRNA Translation; UCH proteinases; ISG15 antiviral mechanism; Regulation of PLK1 Activity at G2/M Transition; Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants; Activated TLR4 signalling; Hh mutants that don't undergo autocatalytic processing are degraded by ERAD; SCF-beta-TrCP mediated degradation of Emi1; Formation of Incision Complex in GG-NER; Separation of Sister Chromatids; DNA Damage Recognition in GG-NER; activated TAK1 mediates p38 MAPK activation; TICAM1,TRAF6-dependent induction of TAK1 complex; APC/C:Cdc20 mediated degradation of Cyclin B; Regulation of RUNX2 expression and activity; Budding and maturation of HIV virion; Amyloid fiber formation; Gap-filling DNA repair synthesis and ligation in TC-NER; Ubiquitin Mediated Degradation of Phosphorylated Cdc25A; ER-Phagosome pathway; ABC-family proteins mediated transport; Selenocysteine synthesis; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); CDK-mediated phosphorylation and removal of Cdc6; FCERI mediated NF-kB activation; NRIF signals cell death from the nucleus; Neddylation; Circadian Clock; Pink/Parkin Mediated Mitophagy; JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1; Deactivation of the beta-catenin transactivating complex; Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon; Regulation of RUNX3 expression and activity; Removal of licensing factors from origins; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; Regulation of DNA replication; TICAM1, RIP1-mediated IKK complex recruitment ; HDR through Homologous Recombination (HRR); Negative regulation of MAPK pathway; MAP3K8 (TPL2)-dependent MAPK1/3 activation; TAK1 activates NFkB by phosphorylation and activation of IKKs complex; Antigen processing: Ubiquitination & Proteasome degradation; GLI3 is processed to GLI3R by the proteasome; Interleukin-1 family signaling; AUF1 (hnRNP D0) binds and destabilizes mRNA; Degradation of GLI1 by the proteasome; NOTCH2 Activation and Transmission of Signal to the Nucleus; Degradation of GLI2 by the proteasome; Metalloprotease DUBs; Interleukin-20 family signaling; Hedgehog 'on' state; Cargo recognition for clathrin-mediated endocytosis; Spry regulation of FGF signaling; Eukaryotic Translation Termination; Regulation of necroptotic cell death; Degradation of DVL; Degradation of AXIN; Autodegradation of Cdh1 by Cdh1:APC/C; Regulation of FZD by ubiquitination; Gap-filling DNA repair synthesis and ligation in GG-NER; Dual Incision in GG-NER; Asymmetric localization of PCP proteins; Downregulation of ERBB2:ERBB3 signaling; Endosomal Sorting Complex Required For Transport (ESCRT); Downregulation of ERBB4 signaling; Activation of NF-kappaB in B cells; Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants; Processing of DNA double-strand break ends; Regulation of TNFR1 signaling; MAPK6/MAPK4 signaling; Oncogene Induced Senescence; Signalling by NGF; Defective CFTR causes cystic fibrosis; Senescence-Associated Secretory Phenotype (SASP); Oxidative Stress Induced Senescence; Peptide chain elongation; CDT1 association with the CDC6:ORC:origin complex; Downstream TCR signaling; NOD1/2 Signaling Pathway; APC-Cdc20 mediated degradation of Nek2A; EGFR downregulation; NIK-->noncanonical NF-kB signaling; Ovarian tumor domain proteases; TRAF6-mediated induction of TAK1 complex within TLR4 complex; Association of licensing factors with the pre-replicative complex; Stimuli-sensing channels; Myoclonic epilepsy of Lafora; Membrane binding and targetting of GAG proteins; Termination of translesion DNA synthesis; TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling; Regulation of signaling by CBL; Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks; Constitutive Signaling by NOTCH1 HD Domain Mutants; Vpu mediated degradation of CD4; SRP-dependent cotranslational protein targeting to membrane; Hedgehog ligand biogenesis; Ub-specific processing proteases; Translesion synthesis by POLK; Downregulation of TGF-beta receptor signaling; IKK complex recruitment mediated by RIP1; IRAK2 mediated activation of TAK1 complex; Regulation of innate immune responses to cytosolic DNA; Josephin domain DUBs; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1; L13a-mediated translational silencing of Ceruloplasmin expression; Formation of TC-NER Pre-Incision Complex; Regulation of activated PAK-2p34 by proteasome mediated degradation; Fanconi Anemia Pathway; Autodegradation of the E3 ubiquitin ligase COP1; Negative regulation of MET activity; G2/M Checkpoints; Constitutive Signaling by NOTCH1 PEST Domain Mutants; Major pathway of rRNA processing in the nucleolus and cytosol; ER Quality Control Compartment (ERQC); Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Regulation of expression of SLITs and ROBOs; Translation initiation complex formation; IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation; Regulation of PTEN stability and activity; TICAM1-dependent activation of IRF3/IRF7; Translesion Synthesis by POLH; Formation of the ternary complex, and subsequently, the 43S complex; Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; Vif-mediated degradation of APOBEC3G; GTP hydrolysis and joining of the 60S ribosomal subunit; Iron uptake and transport; TNFR1-induced NFkappaB signaling pathway; Regulation of PTEN localization; Ribosomal scanning and start codon recognition; SCF(Skp2)-mediated degradation of p27/p21; Glycogen synthesis; APC/C:Cdc20 mediated degradation of Securin; Translesion synthesis by POLI; IRAK1 recruits IKK complex; SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription; Downregulation of SMAD2/3:SMAD4 transcriptional activity; Recognition of DNA damage by PCNA-containing replication complex; TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition); Translesion synthesis by REV1; Regulation of TP53 Activity through Phosphorylation; The role of GTSE1 in G2/M progression after G2 checkpoint; p75NTR recruits signalling complexes; IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation; Ubiquitin-dependent degradation of Cyclin D1; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of TP53 Degradation; Cyclin D associated events in G1; Regulation of TP53 Activity through Methylation; Orc1 removal from chromatin; M/G1 Transition; Synthesis of active ubiquitin: roles of E1 and E2 enzymes; E3 ubiquitin ligases ubiquitinate target proteins; InlA-mediated entry of Listeria monocytogenes into host cells; Negative regulators of DDX58/IFIH1 signaling; Degradation of beta-catenin by the destruction complex; NF-kB is activated and signals survival; Dual incision in TC-NER; Dectin-1 mediated noncanonical NF-kB signaling; InlB-mediated entry of Listeria monocytogenes into host cell; Formation of a pool of free 40S subunits"	Cytoplasmic Ribosomal Proteins	364	156	18	9.64	2554.56	
Q9UM47	Neurogenic locus notch homolog protein 3|NOTCH3	0	1	3	1	-0.046921047	-0.150400989	-0.227692025	-0.685013515	-0.783389931	0.968	0.901	0.854	0.622	0.581	-0.05	-0.15	-0.23	-0.69	-0.78	0.76957373	0.210034951	0.081767864	0.0071772	0.030158214	0.967912928	0.683858093	0.440359636	0.160073037	0.175003792	4.58	7.28	3.16	7.7	18.86	cell differentiation;development;metabolic process;regulation of biological process;response to stimulus	cytoskeleton;cytosol;extracellular;membrane;nucleus	metal ion binding;protein binding;receptor activity	"Pf00008, Pf00023, Pf00066, Pf06816, Pf07645, Pf07684, Pf11936, Pf12796, Pf12947, Pf13606, Pf13637, Pf13857"	4854	ENSG00000074181.8	NOTCH3	19	Th1 and Th2 cell differentiation; Dorso-ventral axis formation; MicroRNAs in cancer; Breast cancer; Thyroid hormone signaling pathway; Notch signaling pathway; Endocrine resistance	Defective LFNG causes SCDO3; Pre-NOTCH Processing in Golgi; Notch-HLH transcription pathway; Pre-NOTCH Transcription and Translation; Signaling by NOTCH3; Pre-NOTCH Processing in the Endoplasmic Reticulum	Neural Crest Differentiation; Notch Signaling Pathway; Canonical  and Non-canonical Notch signaling; Role of Osx and miRNAs in tooth development; Notch Signaling Pathway	27	2321	243.5	5.39	9.08	
Q92791	Endoplasmic reticulum protein SC65|P3H4	5	2	5	2	-0.052894948	0.03562391	-0.351074441	-0.76611194	-0.57132159	0.964	1.025	0.784	0.588	0.673	-0.05	0.04	-0.35	-0.77	-0.57	0.546789287	0.657380771	0.019675357	0.051201201	0.344043024	0.917369492	0.889981997	0.327705064	0.229439684	0.523978069	13.2	16.18	0.56	10.48	7.43	cell organization and biogenesis;metabolic process	chromosome;endoplasmic reticulum	protein binding		10609	ENSG00000141696.12	P3H4	17				0	437	50.3	4.77	3.61	
Q2TBE0	CWF19-like protein 2|CWF19L2	1	1	6	1	-0.347398782	-0.3382504	-0.703689439	-0.356605547	-0.452056689	0.786	0.791	0.614	0.781	0.731	-0.35	-0.34	-0.7	-0.36	-0.45	0.162061121	0.030858782	0.017383185	0.134262495	0.070554049	0.910937563	0.561465265	0.324754288	0.331107421	0.232321275	25.44	1.72	8.51	20.45	17.37			catalytic activity;protein binding	"Pf04676, Pf04677"	143884	ENSG00000152404.15	CWF19L2	11				0	894	103.7	8.65	3.86	
Q8TEQ8	GPI ethanolamine phosphate transferase 3|PIGO	1	1	4	1	-0.140825544	0.09085343	0.183962835	0.952333566	1.263034406	0.907	1.065	1.136	1.935	2.4	-0.14	0.09	0.18	0.95	1.26	0.82981255	0.799467022	0.522399362	0.027867025	0.303714304	0.999610717	0.999999448	0.870713403	0.229279913	0.561899224	22.38	35.98	1.28	22.87	32.24	metabolic process	endoplasmic reticulum;membrane	catalytic activity	Pf01663	84720	ENSG00000165282.13	PIGO	9	Metabolic pathways; Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Synthesis of glycosylphosphatidylinositol (GPI)		6	1089	118.6	8.12	9.12	
O14773	Tripeptidyl-peptidase 1|TPP1	1	1	10	1	-0.030619235	-0.070966521	-0.195946441	-0.281035664	-0.55851652	0.979	0.952	0.873	0.823	0.679	-0.03	-0.07	-0.2	-0.28	-0.56	0.246739655	0.393459484	0.058446979	0.024593476	0.02700298	0.910937563	0.775157342	0.396163746	0.185391983	0.171629621	1.37	11.27	3	0.31	11.55	cell differentiation;cell organization and biogenesis;metabolic process	mitochondrion;organelle lumen;vacuole	catalytic activity;metal ion binding;protein binding	Pf09286	1200	ENSG00000166340.15	TPP1	11	Lysosome	XBP1(S) activates chaperone genes		5	563	61.2	6.48	21.48	
Q9P2P1	Protein NYNRIN|NYNRIN	1	1	6	1	0.389566812	0.640620928	0.439357178	0.803227036	0.760433875	1.31	1.559	1.356	1.745	1.694	0.39	0.64	0.44	0.8	0.76	0.037020113	0.033814439	0.253589927	0.187604413	0.04845562	0.910937563	0.561465265	0.584320775	0.389714453	0.206934476	5.44	14.58	32.92	15.3	13.24	metabolic process	membrane		"Pf00665, Pf11977"	57523	ENSG00000205978.5	NYNRIN	14				0	1898	208.2	8.02	14.38	
A6NE01	Protein FAM186A|FAM186A	0	1	6	1	-0.164884385	0.316145742	0.149259365	0.99566541	1.458906907	0.892	1.245	1.109	1.994	2.749	-0.16	0.32	0.15	1	1.46	0.008706493	0.114913026	0.19130581	0.07929625	0.026666089	0.866620876	0.622425306	0.534795205	0.264816699	0.171439498	1.96	19.13	10.77	35.54	16.67	metabolic process;regulation of biological process			"Pf03153, Pf03157, Pf03377, Pf03753, Pf06346, Pf09606, Pf09770"	121006	ENSG00000185958.9	FAM186A	12				0	2351	262.6	8.6	9.1	
P19532	Transcription factor E3|TFE3	1	1	6	1	0.085424656	-0.005782353	-0.281035664	-0.550042516	-0.696657606	1.061	0.996	0.823	0.683	0.617	0.08	-0.01	-0.28	-0.55	-0.7	0.568993208	0.930828911	0.05305973	0.034177801	0.031947771	0.920427321	0.977078738	0.388696532	0.20237508	0.179122503	0.31	19.46	4.84	14.83	4.86	metabolic process;regulation of biological process;response to stimulus	cytosol;nucleus	DNA binding;protein binding	Pf00010	7030	ENSG00000068323.16	TFE3	X	Transcriptional misregulation in cancer		TGF-beta Receptor Signaling	2	575	61.5	5.58	17.28	
Q9NQ69	LIM/homeobox protein Lhx9|LHX9	2	1	16	1	-0.042456799	-0.100051014	-0.17299399	-0.254977851	-0.579921884	0.971	0.933	0.887	0.838	0.669	-0.04	-0.1	-0.17	-0.25	-0.58	0.023752233	0.348166166	0.039000434	0.052498513	0.008126801	0.910937563	0.754211398	0.373330757	0.231657313	0.145436775	0.98	13.73	4.2	0.08	5.47	cell proliferation;cellular component movement;regulation of biological process	nucleus	DNA binding;metal ion binding;protein binding	"Pf00046, Pf00412, Pf05920"	56956	ENSG00000143355.15	LHX9	1		Regulation of expression of SLITs and ROBOs		4	397	43.9	8.7	30.95	
Q8NEZ4	Histone-lysine N-methyltransferase 2C|KMT2C	0	1	7	1	-0.286304185	0.171206827	-0.395928676	-0.320125852	-0.606034724	0.82	1.126	0.76	0.801	0.657	-0.29	0.17	-0.4	-0.32	-0.61	0.437514103	0.599158635	0.058331853	0.002224648	0.03624822	0.910937563	0.862367949	0.395982799	0.129711934	0.187151614	2.69	14.71	6.66	0.77	19.54	cell organization and biogenesis;metabolic process;regulation of biological process	nucleus	catalytic activity;DNA binding;metal ion binding;protein binding;RNA binding	"Pf00505, Pf00628, Pf00856, Pf05964, Pf05965, Pf09770, Pf13771, Pf13832"	58508	ENSG00000055609.17	KMT2C	7	Lysine degradation	PKMTs methylate histone lysines; Activation of anterior HOX genes in hindbrain development during early embryogenesis; RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	Histone Modifications; Pathways Affected in Adenoid Cystic Carcinoma	14	4911	541	6.49	14.9	
