Protein.Accessions	gene_id	gene_version	gene_name	gene_biotype	gene_source	location	baseMean_3h	log2FoldChange_3h	lfcSE_3h	pvalue_3h	padj_3h	significant_3h	rank_log2_fold_change_3h	rank_base_mean_3h	rank_padj_3h	max_rank_3h	baseMean_6h	log2FoldChange_6h	lfcSE_6h	pvalue_6h	padj_6h	significant_6h	rank_log2_fold_change_6h	rank_base_mean_6h	rank_padj_6h	max_rank_6h	baseMean_12h	log2FoldChange_12h	lfcSE_12h	pvalue_12h	padj_12h	significant_12h	rank_log2_fold_change_12h	rank_base_mean_12h	rank_padj_12h	max_rank_12h	baseMean_24h	log2FoldChange_24h	lfcSE_24h	pvalue_24h	padj_24h	significant_24h	rank_log2_fold_change_24h	rank_base_mean_24h	rank_padj_24h	max_rank_24h	baseMean_48h	log2FoldChange_48h	lfcSE_48h	pvalue_48h	padj_48h	significant_48h	rank_log2_fold_change_48h	rank_base_mean_48h	rank_padj_48h	max_rank_48h
Q12796	ENSG00000146278	11	PNRC1	protein_coding	ensembl_havana	chr6:89080751-89085160:+	356.1205052	-2.507845789	0.081040114	9.23E-212	5.71E-209	yes	76	5416	46	5416	356.1205052	-2.874137062	0.089857399	9.70E-227	6.65E-224	yes	58	5416	56	5416	356.1205052	-1.313549429	0.066945506	2.95E-87	4.22E-85	yes	799	5416	283	5416	356.1205052	0.078742088	0.098530121	0.420092104	0.696904816	no	28452	5416	18691	28452	356.1205052	1.090368662	0.072459895	1.23E-51	3.79E-50	yes	3765	5416	1237	5416
Q9BXY4	ENSG00000146374	14	RSPO3	protein_coding	ensembl_havana	chr6:127118671-127199481:+	1.774159977	0.037123232	0.4762689	0.785307125	0.680138976	no	21983	19724	17771	21983	1.774159977	0.064541248	0.584530466	0.752466903	0.491818864	no	21376	19724	17593	21376	1.774159977	0.138365298	0.550783056	0.46339041	0.38288147	no	16930	19724	16169	19724	1.774159977	0.404127199	0.813054595	0.240167332	0.298256213	no	12323	19724	13934	19724	1.774159977	3.03222292	1.738600263	9.17E-05	0.000210027	yes	240	19724	7480	19724
Q8IVF5	ENSG00000146426	18	TIAM2	protein_coding	ensembl_havana	chr6:154832697-155257723:+	137.9513345	0.113519331	0.118885945	0.301181387	0.472095183	no	16232	8938	15442	16232	137.9513345	0.429931087	0.121839586	0.000233531	0.000742442	yes	8365	8938	8225	8938	137.9513345	1.178838145	0.117521279	2.64E-25	5.35E-24	yes	1095	8938	1871	8938	137.9513345	2.756396643	0.143929828	1.22E-84	5.30E-83	yes	312	8938	581	8938	137.9513345	1.875505018	0.15346419	7.87E-36	1.67E-34	yes	884	8938	1805	8938
O75751	ENSG00000146477	6	SLC22A3	protein_coding	ensembl_havana	chr6:160348378-160452577:+	125.9219901	0.51434013	0.118851399	3.04E-06	1.05E-05	yes	4270	9232	5041	9232	125.9219901	1.624304556	0.111357493	5.77E-50	1.95E-48	yes	500	9232	956	9232	125.9219901	2.549894151	0.10774263	7.22E-127	1.13E-124	yes	66	9232	158	9232	125.9219901	-0.112663543	0.258253828	0.642183618	0.646220584	no	21809	9232	17751	21809	125.9219901	0.018563596	0.222872687	0.930851401	0.914629396	no	33813	9232	21548	33813
Q02930	ENSG00000146592	17	CREB5	protein_coding	ensembl_havana	chr7:28299321-28825894:+	730.7593238	0.110802533	0.064710695	0.079364041	0.183397476	no	16402	2894	12313	16402	730.7593238	-0.646228498	0.069646863	4.92E-21	6.45E-20	yes	4886	2894	2655	4886	730.7593238	-1.326631558	0.074537007	2.13E-72	2.41E-70	yes	778	2894	397	2894	730.7593238	1.688203376	0.077550734	1.33E-106	2.06E-104	yes	1110	2894	448	2894	730.7593238	1.682769032	0.073669927	1.21E-116	1.43E-114	yes	1241	2894	419	2894
P17936	ENSG00000146674	15	IGFBP3	protein_coding	ensembl_havana	chr7:45912245-45921874:-	13996.57411	-0.122336452	0.040468254	0.002271153	0.007675946	yes	15712	46	8027	15712	13996.57411	0.081920614	0.040713445	0.041772986	0.145557894	no	20351	46	13376	20351	13996.57411	-0.12112765	0.040639783	0.002753648	0.016608491	yes	17790	46	9845	17790	13996.57411	-1.721964856	0.047253345	2.37E-292	7.32E-290	yes	1056	46	106	1056	13996.57411	-1.996114336	0.046614383	0	0	yes	720	46	1	720
Q9ULK2	ENSG00000146776	14	ATXN7L1	protein_coding	ensembl_havana	chr7:105605067-105876604:-	71.55417003	-0.247862868	0.140545254	0.0486129	0.081153168	yes	10097	10901	10635	10901	71.55417003	-0.07064013	0.139913412	0.593063329	0.804182888	no	21021	10901	19986	21021	71.55417003	-0.016315858	0.138903384	0.901364993	0.804360425	no	27595	10901	19944	27595	71.55417003	1.531699899	0.194294364	1.80E-16	1.05E-15	yes	1461	10901	2910	10901	71.55417003	1.2372348	0.187082142	8.80E-12	4.54E-11	yes	2817	10901	4492	10901
Q9NV12	ENSG00000146859	6	TMEM140	protein_coding	ensembl_havana	chr7:135148072-135166215:+	247.8519726	-1.093642034	0.124670439	4.45E-20	6.83E-19	yes	878	6804	1717	6804	247.8519726	-1.623091479	0.139363282	3.88E-33	1.08E-31	yes	503	6804	1646	6804	247.8519726	-0.527116605	0.113257889	1.27E-06	8.13E-06	yes	5603	6804	6031	6804	247.8519726	2.961557712	0.113607539	8.61E-153	9.76E-151	yes	251	6804	281	6804	247.8519726	2.607868089	0.11255712	2.84E-122	2.57E-120	yes	339	6804	392	6804
Q86UE8	ENSG00000146872	17	TLK2	protein_coding	ensembl_havana	chr17:62458658-62615481:+	166.6741293	0.041649068	0.095117241	0.64500522	0.852854354	no	21554	8288	19396	21554	166.6741293	0.118034507	0.097909757	0.212746321	0.411902791	no	18480	8288	16715	18480	166.6741293	0.125649289	0.097546708	0.186049318	0.367883955	no	17547	8288	15962	17547	166.6741293	1.505173613	0.135915445	1.09E-29	1.54E-28	yes	1531	8288	1778	8288	166.6741293	1.500844074	0.124474696	2.11E-34	2.81E-33	yes	1697	8288	1888	8288
Q13796	ENSG00000146950	13	SHROOM2	protein_coding	ensembl_havana	chrX:9786429-9949443:+	373.2735192	-0.875435918	0.084505265	2.97E-26	8.82E-25	yes	1508	5250	1252	5250	373.2735192	-0.76838945	0.084341956	1.51E-20	2.13E-19	yes	3630	5250	2722	5250	373.2735192	-0.22027327	0.078418161	0.00427038	0.024328116	yes	13419	5250	10230	13419	373.2735192	1.766416625	0.094842927	4.11E-79	2.75E-77	yes	999	5250	634	5250	373.2735192	1.812760341	0.088029698	1.39E-95	8.73E-94	yes	989	5250	567	5250
A4D1S5	ENSG00000146955	11	RAB19	protein_coding	ensembl_havana	chr7:140404058-140427974:+	30.3858411	-0.117091411	0.178650089	0.437369178	0.469547743	no	16009	12815	15414	16009	30.3858411	0.383090167	0.186068979	0.023616952	0.031045817	yes	9418	12815	10881	12815	30.3858411	-0.089827433	0.189035796	0.598834686	0.606766068	no	19500	12815	18789	19500	30.3858411	1.563076409	0.271542975	4.07E-10	1.70E-09	yes	1380	12815	4151	12815	30.3858411	0.048869428	0.336548319	0.872922535	0.763800019	no	31985	12815	20571	31985
O15550	ENSG00000147050	15	KDM6A	protein_coding	ensembl_havana	chrX:44873177-45112779:+	870.3822099	-0.043950326	0.070066187	0.518934998	0.784644543	no	21360	2421	18815	21360	870.3822099	-0.104616047	0.072170329	0.138301791	0.43083347	no	19132	2421	16894	19132	870.3822099	0.255592671	0.069997587	0.000213976	0.001256768	yes	12162	2421	7922	12162	870.3822099	2.882041365	0.075814791	0	0	yes	273	2421	1	2421	870.3822099	3.095768926	0.071705123	0	0	yes	225	2421	1	2421
Q15125	ENSG00000147155	11	EBP	protein_coding	ensembl_havana	chrX:48521799-48528716:+	430.9795186	0.047267176	0.047113188	0.309598791	0.523869617	no	21084	4715	16033	21084	430.9795186	0.116020233	0.047697795	0.013838135	0.055908942	yes	18584	4715	11645	18584	430.9795186	-0.140189156	0.048584322	0.003682155	0.015242716	yes	16836	4715	9779	16836	430.9795186	-1.29245989	0.129360052	2.49E-24	3.68E-23	yes	2270	4715	2154	4715	430.9795186	-1.802548876	0.132834367	2.66E-43	6.23E-42	yes	1011	4715	1498	4715
Q9Y462	ENSG00000147180	16	ZNF711	protein_coding	ensembl_havana	chrX:85244032-85273362:+	86.72465066	-0.239216597	0.132399564	0.045785575	0.077944072	yes	10389	10398	10577	10577	86.72465066	0.103680257	0.129734843	0.400571867	0.669776445	no	19175	10398	19356	19356	86.72465066	0.408694835	0.126877065	0.000729716	0.002850103	yes	7901	10398	8428	10398	86.72465066	1.448716953	0.186836375	7.13E-16	4.36E-15	yes	1703	10398	3003	10398	86.72465066	1.523514104	0.168090187	1.37E-20	1.17E-19	yes	1632	10398	2961	10398
Q9H4D5	ENSG00000147206	17	NXF3	protein_coding	ensembl_havana	chrX:103075810-103093143:-	2.166353946	0.151105007	0.475840483	0.351115658	0.404787805	no	14179	19112	14761	19112	2.166353946	0.181935466	0.566853481	0.437331712	0.321928793	no	15668	19112	15621	19112	2.166353946	0.108007034	0.525869095	0.590228315	0.461535939	no	18495	19112	17085	19112	2.166353946	1.20339082	1.054093832	0.009268108	0.014640139	yes	2656	19112	8851	19112	2.166353946	1.58358359	1.150321635	0.002484625	0.004745064	yes	1455	19112	8968	19112
Q5JV73	ENSG00000147234	10	FRMPD3	protein_coding	ensembl_havana	chrX:107522450-107605251:+	14.93764405	0.042995522	0.237402536	0.809763139	0.617782147	no	21441	14302	17021	21441	14.93764405	0.489689556	0.273484666	0.030995524	0.043737589	yes	7172	14302	11312	14302	14.93764405	0.547538301	0.270913135	0.01260651	0.02224644	yes	5264	14302	10131	14302	14.93764405	0.467745338	0.451349452	0.201019337	0.264466437	no	10980	14302	13577	14302	14.93764405	1.454936256	0.369318822	8.65E-06	1.97E-05	yes	1851	14302	6700	14302
Q15738	ENSG00000147383	11	NSDHL	protein_coding	ensembl_havana	chrX:152830967-152869729:+	555.354168	0.414577902	0.060158752	1.73E-12	1.86E-11	yes	5781	3757	2820	5781	555.354168	0.462750765	0.060158091	7.61E-15	1.07E-13	yes	7693	3757	3625	7693	555.354168	0.33790051	0.060211376	1.42E-08	1.34E-07	yes	9639	3757	5032	9639	555.354168	-0.72980368	0.113354739	7.11E-11	5.86E-10	yes	6636	3757	4027	6636	555.354168	-1.741730596	0.134149122	8.30E-40	2.72E-38	yes	1120	3757	1652	3757
P41208	ENSG00000147400	10	CETN2	protein_coding	ensembl_havana	chrX:152826994-152830757:-	295.5140405	0.064696956	0.061596755	0.283113036	0.457334679	no	19620	6130	15290	19620	295.5140405	0.085341206	0.062709721	0.165346126	0.443652843	no	20166	6130	17019	20166	295.5140405	0.340383349	0.061545646	2.26E-08	1.18E-07	yes	9573	6130	5002	9573	295.5140405	-0.769055569	0.139968017	2.14E-08	1.13E-07	yes	6151	6130	4781	6151	295.5140405	-1.783290802	0.169716248	3.66E-27	5.38E-26	yes	1048	6130	2373	6130
P01148	ENSG00000147437	10	GNRH1	protein_coding	ensembl_havana	chr8:25419258-25424654:-	4.520696282	-2.547899484	0.889514075	3.44E-06	1.13E-05	yes	72	17112	5061	17112	4.520696282	-1.172043612	0.568573362	0.001088881	0.001376884	yes	1384	17112	8513	17112	4.520696282	-0.829386	0.510330361	0.006961002	0.008903035	yes	2458	17112	9294	17112	4.520696282	0.002816626	0.544996733	0.994251968	0.711213524	no	34794	17112	19544	34794	4.520696282	-1.018351001	0.865366857	0.022458934	0.029412416	yes	4322	17112	10478	17112
Q8NEB5	ENSG00000147535	17	PLPP5	protein_coding	ensembl_havana	chr8:38263130-38269243:-	480.9971803	-0.082541789	0.056676245	0.137930535	0.278502548	no	18253	4276	13436	18253	480.9971803	-0.174177464	0.057930704	0.002348945	0.012071413	yes	15977	4276	9946	15977	480.9971803	-0.172065722	0.057733681	0.002631479	0.014393017	yes	15416	4276	9724	15416	480.9971803	-1.282421358	0.124184487	8.28E-26	2.56E-24	yes	2311	4276	2052	4276	480.9971803	-1.571634622	0.11925651	1.12E-40	3.64E-39	yes	1489	4276	1606	4276
Q9Y561	ENSG00000147650	11	LRP12	protein_coding	ensembl_havana	chr8:104489231-104589024:-	315.2543738	0.313955085	0.074945081	1.41E-05	9.15E-05	yes	8011	5886	5747	8011	315.2543738	0.763508397	0.073709462	7.19E-26	1.56E-24	yes	3674	5886	2161	5886	315.2543738	0.937241979	0.073144197	5.73E-39	3.12E-37	yes	1901	5886	1068	5886	315.2543738	1.053093854	0.116661568	5.45E-20	6.58E-19	yes	3497	5886	2529	5886	315.2543738	1.743459249	0.093053657	1.40E-79	6.83E-78	yes	1116	5886	729	5886
P17097	ENSG00000147789	15	ZNF7	protein_coding	ensembl_havana	chr8:144827464-144847509:+	383.3027519	0.222446649	0.069380912	0.000958472	0.003492169	yes	11001	5145	7446	11001	383.3027519	0.195368016	0.070658198	0.004944858	0.02216367	yes	15126	5145	10496	15126	383.3027519	-0.006899997	0.071501537	0.922047078	1	no	30425	5145	20400	30425	383.3027519	1.522583891	0.092706676	7.95E-62	2.82E-60	yes	1488	5145	862	5145	383.3027519	1.069463195	0.092784181	3.47E-31	5.88E-30	yes	3919	5145	2096	5145
Q6XQN6	ENSG00000147813	16	NAPRT	protein_coding	ensembl_havana	chr8:143574785-143578649:-	633.5203517	-0.364783171	0.063474568	3.63E-09	2.94E-08	yes	6765	3331	3750	6765	633.5203517	-0.305838129	0.063411062	1.07E-06	8.37E-06	yes	11483	3331	6554	11483	633.5203517	-0.331956281	0.063348073	1.15E-07	1.12E-06	yes	9807	3331	5500	9807	633.5203517	-1.169319775	0.107557605	3.55E-28	6.29E-27	yes	2804	3331	1870	3331	633.5203517	-2.244034971	0.127798209	2.71E-71	1.22E-69	yes	533	3331	844	3331
P42772	ENSG00000147883	12	CDKN2B	protein_coding	ensembl_havana	chr9:22002903-22009305:-	756.1246129	0.258662787	0.071922174	0.000203471	0.000831454	yes	9700	2803	6638	9700	756.1246129	0.302998663	0.072515963	2.23E-05	0.000105174	yes	11568	2803	7375	11568	756.1246129	0.413445788	0.072160095	5.94E-09	5.49E-08	yes	7760	2803	4862	7760	756.1246129	0.926037109	0.091847863	2.77E-24	8.83E-23	yes	4513	2803	2182	4513	756.1246129	1.578549746	0.080886097	7.75E-86	5.69E-84	yes	1467	2803	674	2803
Q96LT7	ENSG00000147894	17	C9orf72	protein_coding	ensembl_havana	chr9:27535640-27573866:-	55.48574236	-1.554101532	0.15696359	1.10E-25	2.07E-24	yes	340	11480	1282	11480	55.48574236	-1.495114162	0.154604607	1.06E-23	1.20E-22	yes	658	11480	2330	11480	55.48574236	-0.666267212	0.134350683	1.43E-07	4.81E-07	yes	3747	11480	5301	11480	55.48574236	0.213217613	0.21201293	0.294267684	0.359353224	no	17501	11480	14628	17501	55.48574236	-0.189624754	0.212899438	0.355173822	0.485090582	no	18715	11480	16988	18715
Q92529	ENSG00000148082	10	SHC3	protein_coding	ensembl_havana	chr9:89005771-89178818:-	217.7399449	0.73222091	0.082685148	9.54E-20	1.43E-18	yes	2218	7304	1755	7304	217.7399449	1.674340196	0.078726833	3.08E-102	4.64E-100	yes	454	7304	303	7304	217.7399449	1.685615858	0.078590606	1.34E-103	1.60E-101	yes	378	7304	216	7304	217.7399449	-0.104394143	0.182754301	0.555763377	0.833975953	no	22135	7304	21233	22135	217.7399449	-0.23699882	0.168859894	0.150805661	0.346285723	no	17224	7304	15472	17224
Q96JM2	ENSG00000148143	13	ZNF462	protein_coding	ensembl_havana	chr9:106863166-107013634:+	441.9769964	-0.614163221	0.082501229	1.42E-14	2.09E-13	yes	3186	4609	2428	4609	441.9769964	-0.285498742	0.079570257	0.000258973	0.001477726	yes	12101	4609	8547	12101	441.9769964	0.1870141	0.076268916	0.012708981	0.050025005	yes	14769	4609	11145	14769	441.9769964	1.975534798	0.09185431	1.09E-104	7.30E-103	yes	751	4609	456	4609	441.9769964	1.935056943	0.086793285	1.12E-111	8.94E-110	yes	809	4609	445	4609
Q6KCM7	ENSG00000148339	12	SLC25A25	protein_coding	ensembl_havana	chr9:128068201-128109245:+	451.6011545	2.553954582	0.071510146	8.29E-281	7.03E-278	yes	71	4521	32	4521	451.6011545	1.918558532	0.073506365	1.14E-152	3.95E-150	yes	272	4521	137	4521	451.6011545	0.672221945	0.078917875	3.31E-18	5.90E-17	yes	3687	4521	2659	4521	451.6011545	2.288635404	0.100521498	2.90E-117	5.25E-115	yes	498	4521	384	4521	451.6011545	2.026956678	0.097031986	1.20E-98	8.37E-97	yes	698	4521	543	4521
Q9NR46	ENSG00000148341	17	SH3GLB2	protein_coding	ensembl_havana	chr9:129007036-129028303:-	418.7771502	-0.257825921	0.057070984	3.99E-06	2.68E-05	yes	9722	4809	5312	9722	418.7771502	-0.408403009	0.058303092	1.51E-12	1.64E-11	yes	8820	4809	4194	8820	418.7771502	-0.599634937	0.059171892	1.17E-24	2.67E-23	yes	4567	4809	1924	4809	418.7771502	-1.022832507	0.116823167	6.77E-19	8.49E-18	yes	3712	4809	2645	4809	418.7771502	-1.551048718	0.120451811	6.24E-39	1.32E-37	yes	1545	4809	1680	4809
Q86WR7	ENSG00000148426	13	PROSER2	protein_coding	ensembl_havana	chr10:11823339-11872277:+	204.3510794	-0.149957638	0.078951975	0.048827751	0.11358207	no	14239	7536	11250	14239	204.3510794	-0.192269284	0.081485431	0.015862212	0.062739989	yes	15243	7536	11840	15243	204.3510794	-0.407002307	0.083491332	6.49E-07	2.95E-06	yes	7942	7536	5739	7942	204.3510794	0.209749073	0.145280096	0.14100488	0.35185884	no	17609	7536	14556	17609	204.3510794	1.461313933	0.099312322	7.05E-50	1.93E-48	yes	1832	7536	1283	7536
Q92738	ENSG00000148429	14	USP6NL	protein_coding	ensembl_havana	chr10:11453946-11611754:-	727.0958921	-0.01829218	0.055054935	0.735348478	0.965447971	no	24737	2913	19792	24737	727.0958921	-0.146439164	0.056976689	0.009199777	0.042888013	yes	17177	2913	11289	17177	727.0958921	0.042208529	0.055701776	0.444760131	1	no	22622	2913	20400	22622	727.0958921	2.151151407	0.066003169	2.37E-235	1.12E-232	yes	596	2913	147	2913	727.0958921	1.804199308	0.064949537	3.58E-171	8.33E-169	yes	1007	2913	224	2913
Q5T2R2	ENSG00000148459	16	PDSS1	protein_coding	ensembl_havana	chr10:26697701-26746798:+	69.22974256	0.771206602	0.13931887	2.82E-09	1.36E-08	yes	1966	10974	3625	10974	69.22974256	1.353805602	0.134681785	3.76E-25	4.44E-24	yes	894	10974	2201	10974	69.22974256	1.144492865	0.138348523	3.16E-18	2.40E-17	yes	1163	10974	2607	10974	69.22974256	1.494031329	0.211572844	1.08E-13	5.47E-13	yes	1560	10974	3357	10974	69.22974256	-0.308131717	0.296680367	0.263203676	0.357291466	no	15308	10974	15597	15597
Q5VUB5	ENSG00000148468	17	FAM171A1	protein_coding	ensembl_havana	chr10:15211643-15371289:-	32.11043381	0.052703723	0.182765446	0.73074387	0.772252043	no	20645	12706	18727	20645	32.11043381	-0.207250198	0.207491289	0.262015744	0.253006936	no	14676	12706	14813	14813	32.11043381	-0.424976199	0.217069989	0.024496884	0.040416604	yes	7507	12706	10836	12706	32.11043381	1.262595876	0.298990583	3.42E-06	8.46E-06	yes	2404	12706	5652	12706	32.11043381	1.681886931	0.257310575	3.77E-12	1.29E-11	yes	1243	12706	4351	12706
Q15404	ENSG00000148484	18	RSU1	protein_coding	ensembl_havana	chr10:16590611-16817463:-	587.0712083	0.134397281	0.05673861	0.015777456	0.04226159	yes	15057	3571	9701	15057	587.0712083	0.254699395	0.057215501	7.03E-06	4.53E-05	yes	13018	3571	7085	13018	587.0712083	0.535787432	0.056628394	1.20E-21	2.56E-20	yes	5444	3571	2233	5444	587.0712083	-0.759099137	0.108982426	1.85E-12	1.55E-11	yes	6267	3571	3643	6267	587.0712083	-1.48532295	0.11868539	7.75E-37	1.67E-35	yes	1756	3571	1758	3571
P37275	ENSG00000148516	21	ZEB1	protein_coding	ensembl_havana	chr10:31318495-31529814:+	155.5270436	-0.15699199	0.134850153	0.19737362	0.339386929	no	13879	8510	14077	14077	155.5270436	0.729442883	0.134626575	1.26E-08	6.09E-08	yes	3965	8510	5410	8510	155.5270436	1.031933425	0.134387435	4.86E-16	6.91E-15	yes	1500	8510	3000	8510	155.5270436	2.591287096	0.160303587	1.45E-61	5.35E-60	yes	371	8510	866	8510	155.5270436	2.652572056	0.150568018	3.87E-73	1.21E-71	yes	320	8510	812	8510
Q15847	ENSG00000148671	14	ADIRF	protein_coding	ensembl_havana	chr10:86968432-86983934:+	19.44764012	-0.177442477	0.174616719	0.231641984	0.232712222	no	12890	13758	12928	13758	19.44764012	-0.445432798	0.195754604	0.011628832	0.016419556	yes	8033	13758	10213	13758	19.44764012	-0.982968611	0.226531172	5.84E-07	1.76E-06	yes	1685	13758	5602	13758	19.44764012	-0.938160222	0.467664371	0.012215198	0.018827463	yes	4430	13758	9071	13758	19.44764012	-1.665643787	0.621603357	0.000221469	0.000436601	yes	1275	13758	7762	13758
Q15327	ENSG00000148677	6	ANKRD1	protein_coding	ensembl_havana	chr10:90912096-90921276:-	336.438604	4.453479258	0.099509674	0	0	yes	5	5654	1	5654	336.438604	2.996949959	0.102098103	2.24E-191	1.21E-188	yes	47	5654	87	5654	336.438604	0.901067749	0.114769627	2.17E-16	2.18E-15	yes	2068	5654	2914	5654	336.438604	2.084697965	0.159612198	3.05E-41	9.67E-40	yes	655	5654	1309	5654	336.438604	1.828617769	0.152026902	9.94E-35	1.85E-33	yes	959	5654	1877	5654
Q9GZQ6	ENSG00000148734	8	NPFFR1	protein_coding	ensembl_havana	chr10:70247329-70284004:-	5.989900839	0.947530607	0.652859738	0.002388242	0.00526231	yes	1262	16415	7724	16415	5.989900839	1.413782048	0.666821751	0.000359369	0.000578173	yes	774	16415	8079	16415	5.989900839	1.499356992	0.6857268	0.000179063	0.000296916	yes	548	16415	7236	16415	5.989900839	1.182482325	0.773522416	0.009250819	0.018269873	yes	2752	16415	9045	16415	5.989900839	2.345678859	0.867328175	1.52E-05	3.04E-05	yes	473	16415	6848	16415
Q9NQB0	ENSG00000148737	17	TCF7L2	protein_coding	ensembl_havana	chr10:112950247-113167678:+	378.5900352	-0.732076794	0.071008363	7.47E-26	2.16E-24	yes	2221	5189	1283	5189	378.5900352	-0.256559876	0.067172177	0.000109324	0.000654445	yes	12953	5189	8147	12953	378.5900352	-0.269290348	0.067111239	4.83E-05	0.000199282	yes	11697	5189	7093	11697	378.5900352	1.516932977	0.086738135	1.10E-69	4.94E-68	yes	1497	5189	740	5189	378.5900352	1.345231516	0.08229823	8.73E-61	3.00E-59	yes	2294	5189	1032	5189
Q16352	ENSG00000148798	11	INA	protein_coding	ensembl_havana	chr10:103277138-103290346:+	45.45717286	0.611775142	0.25747007	0.00226158	0.00520234	yes	3215	11929	7718	11929	45.45717286	1.758956223	0.251281178	1.79E-14	1.31E-13	yes	389	11929	3652	11929	45.45717286	2.674453238	0.242852846	2.99E-31	4.03E-30	yes	53	11929	1401	11929	45.45717286	2.826280778	0.325811812	4.52E-21	3.51E-20	yes	292	11929	2410	11929	45.45717286	3.068304966	0.302090427	1.45E-28	1.16E-27	yes	232	11929	2242	11929
Q8IWB1	ENSG00000148841	17	ITPRIP	protein_coding	ensembl_havana	chr10:104309698-104338465:-	89.63655248	0.668834418	0.146014678	5.47E-07	2.11E-06	yes	2692	10309	4602	10309	89.63655248	1.323470617	0.141071898	2.88E-22	3.72E-21	yes	962	10309	2503	10309	89.63655248	1.25061837	0.14313182	5.64E-20	5.80E-19	yes	909	10309	2392	10309	89.63655248	1.358896401	0.214848012	2.80E-11	1.59E-10	yes	2010	10309	3866	10309	89.63655248	1.541051797	0.190316354	5.69E-17	3.93E-16	yes	1574	10309	3473	10309
Q9H8M5	ENSG00000148842	18	CNNM2	protein_coding	ensembl_havana	chr10:102918294-103090222:+	68.95749465	-0.109480851	0.132405309	0.362021548	0.421816842	no	16496	10983	14930	16496	68.95749465	-0.213869131	0.141646447	0.109372257	0.208018724	no	14418	10983	14249	14418	68.95749465	-0.493282843	0.148240775	0.000374151	0.000865391	yes	6177	10983	7721	10983	68.95749465	0.464785127	0.234659957	0.036869385	0.0644235	yes	11026	10983	10498	11026	68.95749465	1.684687702	0.168989854	1.35E-24	1.13E-23	yes	1235	10983	2533	10983
P35318	ENSG00000148926	10	ADM	protein_coding	ensembl_havana	chr11:10305073-10307397:+	115.5504876	0.852813436	0.119638812	7.81E-14	5.55E-13	yes	1602	9542	2497	9542	115.5504876	0.451230312	0.122474968	0.000121174	0.000490519	yes	7936	9542	7995	9542	115.5504876	-0.088717506	0.126945813	0.464881386	0.608076951	no	19569	9542	18798	19569	115.5504876	1.593146046	0.174007963	2.37E-21	1.70E-20	yes	1297	9542	2378	9542	115.5504876	1.954257128	0.149616332	1.30E-40	1.72E-39	yes	776	9542	1594	9542
Q8NBV8	ENSG00000149043	16	SYT8	protein_coding	ensembl_havana	chr11:1828307-1837521:+	16.01587457	-0.238654957	0.191019659	0.130967014	0.144652117	no	10405	14149	11759	14149	16.01587457	-0.391465762	0.207322965	0.034079224	0.043251115	yes	9213	14149	11298	14149	16.01587457	-1.006644157	0.248106513	1.89E-06	5.71E-06	yes	1590	14149	5921	14149	16.01587457	-0.831835205	0.485290543	0.029154335	0.041144086	yes	5442	14149	9907	14149	16.01587457	-1.55489626	0.669299294	0.000779486	0.0013496	yes	1537	14149	8269	14149
